CO(GT);PT08.S1(CO);C6H6(GT);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH
3.0;1163.0;12.5;135.0;811.0;111.0;1616.0;17.8;37.5;0.7568
2.6;1081.0;9.3;124.0;907.0;109.0;1496.0;17.3;38.8;0.7584
1.6;1017.0;6.7;89.0;1000.0;101.0;1441.0;17.3;38.8;0.7596
1.5;966.0;5.3;79.0;1057.0;89.0;1359.0;16.4;40.8;0.7542
1.2;924.0;4.0;63.0;1158.0;75.0;1318.0;16.0;41.4;0.7487
0.8;861.0;2.2;39.0;1351.0;51.0;1225.0;15.4;43.0;0.7482
0.7;826.0;1.7;25.0;1424.0;39.0;1197.0;15.7;42.5;0.7539
0.5;846.0;1.6;19.0;1385.0;32.0;1212.0;15.6;43.4;0.7651
0.5;842.0;1.5;180.0;1423.0;113.09125081011017;1224.0;15.2;45.8;0.7864
1.8;909.0;2.5;34.0;1236.0;49.0;1302.0;14.7;49.9;0.828
0.7;930.0;3.3;58.0;1143.0;68.0;1339.0;15.5;47.3;0.8282
1.4;1120.0;8.9;112.0;843.0;76.0;1593.0;14.4;53.1;0.8677
4.1;1518.0;23.4;314.0;589.0;122.0;2101.0;15.9;48.5;0.8704
4.6;1461.0;23.8;240.0;630.0;129.0;2050.0;18.1;40.3;0.8294
1.9;1075.0;7.9;128.0;938.0;94.0;1487.0;19.6;35.9;0.81
1.9;1061.0;8.2;141.0;968.0;99.0;1455.0;22.8;29.1;0.796
1.7;1066.0;8.8;118.0;979.0;81.0;1474.0;24.8;25.3;0.7793
2.4;1179.0;14.6;132.0;829.0;87.0;1651.0;27.2;22.0;0.7785
3.0;1251.0;18.0;150.0;773.0;107.0;1779.0;28.2;20.4;0.7677
2.0;1120.0;12.0;121.0;898.0;95.0;1560.0;25.4;24.2;0.7733
2.7;1187.0;14.8;149.0;840.0;110.0;1651.0;25.7;23.8;0.7737
2.2;1145.0;12.5;120.0;903.0;99.0;1592.0;27.2;22.1;0.7811
2.9;1215.0;15.5;155.0;817.0;113.0;1689.0;27.0;22.3;0.786
3.4;1317.0;17.7;172.0;766.0;127.0;1798.0;24.5;27.8;0.8433
3.9;1388.0;21.6;177.0;702.0;131.0;1955.0;23.7;30.2;0.8718
3.6;1295.0;18.9;181.0;716.0;137.0;1849.0;21.5;34.5;0.8746
2.5;1153.0;12.5;135.0;811.0;122.0;1651.0;19.9;37.8;0.8675
1.8;1078.0;8.8;99.0;905.0;100.0;1511.0;18.9;40.6;0.8771
2.0;1133.0;10.9;111.0;806.0;108.0;1608.0;17.9;43.5;0.884
1.3;1055.0;8.0;72.0;880.0;83.0;1504.0;17.4;46.3;0.9112
1.0;953.0;4.4;54.0;999.0;74.0;1396.0;18.1;44.7;0.9186
0.6;892.0;2.8;41.0;1139.0;64.0;1359.0;16.5;50.1;0.9331
0.6;895.0;2.7;180.0;1167.0;113.09125081011017;1347.0;14.2;56.9;0.9141
1.8;859.0;2.2;24.0;1209.0;40.0;1321.0;14.7;56.2;0.9341
0.5;856.0;2.5;29.0;1191.0;39.0;1345.0;16.3;52.8;0.9722
1.1;1030.0;7.5;76.0;892.0;69.0;1539.0;13.9;60.7;0.9597
5.5;1689.0;30.4;321.0;529.0;104.0;2396.0;15.0;58.3;0.9876
4.2;1486.0;22.0;274.0;571.0;100.0;2112.0;16.1;54.8;0.996
4.6;1592.0;24.7;322.0;577.0;146.0;2155.0;19.3;46.4;1.0248
3.4;1469.0;18.4;255.0;692.0;155.0;1903.0;24.2;33.8;1.0097
2.8;1364.0;16.8;196.0;723.0;139.0;1850.0;26.7;28.7;0.9895
2.5;1285.0;14.2;136.0;755.0;121.0;1741.0;27.4;28.2;1.0098
2.4;1311.0;15.7;119.0;748.0;108.0;1787.0;28.1;26.9;1.0094
3.2;1416.0;21.9;169.0;684.0;126.0;1969.0;27.7;26.5;0.9693
3.5;1387.0;20.8;197.0;701.0;145.0;1890.0;28.4;23.4;0.8935
2.9;1329.0;16.2;140.0;768.0;121.0;1750.0;28.4;26.0;0.9922
3.6;1496.0;19.8;178.0;680.0;145.0;1878.0;27.3;30.0;1.0752
4.8;1676.0;28.9;223.0;567.0;160.0;2226.0;24.3;37.3;1.1199
5.4;1724.0;28.3;222.0;562.0;155.0;2252.0;23.1;42.2;1.1746
5.3;1642.0;24.9;265.0;597.0;162.0;2117.0;21.8;43.6;1.1226
2.7;1267.0;13.1;151.0;764.0;129.0;1740.0;19.8;46.8;1.0702
1.4;1146.0;8.6;79.0;845.0;96.0;1575.0;19.6;49.8;1.1221
1.6;1216.0;9.5;87.0;788.0;92.0;1662.0;17.9;56.2;1.142
1.5;1128.0;7.8;88.0;838.0;89.0;1574.0;17.4;55.6;1.0963
1.0;1042.0;5.2;51.0;923.0;61.0;1495.0;16.8;59.5;1.1269
0.6;926.0;2.8;34.0;1115.0;54.0;1409.0;15.9;60.1;1.0806
0.4;898.0;2.3;180.0;1154.0;113.09125081011017;1386.0;15.6;61.2;1.0784
1.8;889.0;2.5;31.0;1168.0;44.0;1382.0;14.6;63.4;1.0446
0.8;959.0;4.4;76.0;1038.0;57.0;1470.0;13.3;67.0;1.0203
1.5;1097.0;9.4;139.0;827.0;68.0;1620.0;12.9;66.5;0.9846
4.9;1674.0;29.8;293.0;539.0;95.0;2405.0;14.8;61.3;1.0237
7.2;1771.0;36.2;368.0;461.0;125.0;2572.0;16.1;56.5;1.0274
3.5;1408.0;18.0;250.0;648.0;135.0;1886.0;18.6;47.8;1.0143
2.1;1156.0;10.9;145.0;875.0;118.0;1583.0;23.8;30.2;0.8771
1.5;1042.0;9.0;110.0;971.0;91.0;1491.0;25.4;25.0;0.7966
2.0;1167.0;14.4;104.0;829.0;89.0;1716.0;25.6;25.5;0.8234
3.8;1398.0;22.3;205.0;656.0;129.0;2037.0;24.9;29.9;0.9325
3.4;1458.0;20.9;201.0;654.0;122.0;2023.0;22.4;37.9;1.016
4.4;1554.0;23.1;266.0;614.0;138.0;2151.0;21.7;44.0;1.1242
3.9;1495.0;21.2;246.0;615.0;136.0;2069.0;21.4;44.4;1.1176
4.9;1560.0;24.8;247.0;579.0;143.0;2176.0;20.8;45.3;1.1016
5.4;1664.0;28.6;271.0;553.0;145.0;2312.0;20.2;48.6;1.1354
6.5;1761.0;32.6;332.0;502.0;146.0;2488.0;20.2;50.8;1.1924
4.3;1524.0;19.2;245.0;608.0;122.0;2046.0;18.6;57.6;1.2233
2.9;1398.0;16.3;180.0;646.0;112.0;1931.0;18.2;58.8;1.2173
2.7;1342.0;13.7;156.0;694.0;102.0;1856.0;17.8;61.0;1.2352
2.8;1433.0;13.6;172.0;681.0;97.0;1876.0;17.0;70.7;1.3554
2.3;1297.0;11.1;137.0;733.0;85.0;1823.0;16.2;76.9;1.4051
1.7;1179.0;7.6;91.0;830.0;76.0;1696.0;15.7;78.6;1.3943
1.2;1097.0;5.9;80.0;897.0;74.0;1628.0;15.7;78.4;1.3917
1.0;1054.0;5.0;180.0;963.0;113.09125081011017;1598.0;15.7;77.4;1.3683
1.8;1017.0;4.0;46.0;1009.0;56.0;1554.0;15.4;78.5;1.3635
0.8;1005.0;4.5;68.0;1005.0;66.0;1563.0;15.7;74.7;1.3194
1.7;1206.0;9.3;162.0;818.0;90.0;1771.0;15.9;73.1;1.3136
3.0;1458.0;18.3;213.0;662.0;111.0;2033.0;16.6;68.2;1.2737
3.4;1405.0;19.9;161.0;638.0;103.0;2065.0;18.7;57.6;1.2323
3.3;1381.0;16.6;209.0;685.0;117.0;1970.0;17.6;65.0;1.2945
2.7;1315.0;12.6;191.0;736.0;116.0;1833.0;16.3;73.2;1.3458
2.6;1332.0;12.9;215.0;707.0;109.0;1889.0;16.0;78.5;1.4209
3.2;1362.0;14.9;212.0;673.0;116.0;1973.0;17.3;72.4;1.4125
3.4;1399.0;17.4;202.0;643.0;115.0;2061.0;19.4;60.9;1.3545
2.6;1310.0;15.4;153.0;695.0;94.0;1939.0;21.4;50.9;1.2823
3.4;1399.0;16.7;185.0;699.0;121.0;1971.0;22.7;45.8;1.2465
4.0;1524.0;18.0;210.0;644.0;114.0;2139.0;20.9;60.8;1.4852
4.5;1487.0;19.2;215.0;641.0;110.0;2133.0;21.0;54.3;1.3353
4.2;1480.0;21.0;215.0;622.0;122.0;2162.0;20.8;54.4;1.3194
5.7;1626.0;26.9;281.0;555.0;135.0;2356.0;19.8;58.6;1.3392
4.4;1449.0;19.5;254.0;625.0;133.0;2100.0;19.1;61.1;1.3345
3.1;1363.0;15.1;189.0;684.0;110.0;1951.0;18.2;65.4;1.3529
3.0;1371.0;14.6;174.0;689.0;102.0;1927.0;18.1;66.1;1.3579
3.1;1406.0;13.7;167.0;718.0;108.0;1872.0;17.7;66.9;1.3422
3.5;1425.0;15.2;185.0;709.0;110.0;1936.0;17.8;66.8;1.346
2.4;1179.0;9.3;129.0;826.0;84.0;1724.0;17.3;68.3;1.3346
1.6;1047.0;6.5;85.0;939.0;71.0;1647.0;16.5;70.2;1.3099
1.3;1009.0;6.3;180.0;950.0;113.09125081011017;1629.0;15.7;73.1;1.2902
1.8;882.0;3.5;35.0;1134.0;42.0;1492.0;16.2;69.9;1.2756
0.6;858.0;2.6;24.0;1205.0;32.0;1434.0;16.7;67.1;1.2619
0.7;875.0;3.1;30.0;1180.0;35.0;1452.0;16.7;66.9;1.2631
1.2;1012.0;6.5;75.0;916.0;67.0;1632.0;16.9;66.5;1.2688
1.5;1049.0;6.5;79.0;926.0;73.0;1615.0;17.7;62.0;1.2458
1.8;1131.0;8.8;104.0;854.0;86.0;1693.0;19.4;54.6;1.2184
2.1;1120.0;8.8;118.0;886.0;89.0;1652.0;21.6;46.1;1.1725
1.9;1117.0;9.2;105.0;909.0;86.0;1657.0;24.6;36.7;1.1202
2.0;1110.0;9.2;101.0;901.0;86.0;1632.0;26.0;31.9;1.0566
1.3;962.0;6.1;65.0;1044.0;66.0;1489.0;25.6;31.5;1.0184
1.3;963.0;6.5;59.0;1029.0;68.0;1495.0;24.8;34.8;1.0716
1.8;1050.0;9.2;80.0;928.0;82.0;1584.0;26.1;30.3;1.0101
2.0;1053.0;8.3;98.0;949.0;91.0;1603.0;25.5;33.5;1.0767
1.8;1045.0;8.3;89.0;948.0;95.0;1598.0;23.7;37.2;1.0746
2.4;1124.0;11.0;114.0;849.0;104.0;1676.0;22.3;38.9;1.0324
4.0;1330.0;14.7;195.0;759.0;131.0;1780.0;20.7;42.8;1.0298
2.8;1171.0;10.8;156.0;835.0;112.0;1674.0;19.0;51.7;1.1222
2.0;1085.0;9.4;109.0;866.0;100.0;1656.0;17.8;55.5;1.1174
3.6;1358.0;14.8;184.0;727.0;115.0;1851.0;17.4;57.6;1.1342
3.7;1385.0;13.3;190.0;765.0;129.0;1769.0;17.6;58.5;1.1645
2.3;1167.0;8.4;105.0;876.0;99.0;1599.0;17.2;59.3;1.1551
1.8;1072.0;7.9;76.0;893.0;74.0;1646.0;17.1;60.4;1.1633
0.9;938.0;5.5;38.0;989.0;55.0;1536.0;16.4;62.2;1.1507
1.6;1000.0;6.6;180.0;910.0;113.09125081011017;1580.0;14.8;67.6;1.1352
1.8;854.0;3.3;26.0;1141.0;35.0;1460.0;14.8;65.8;1.1028
0.6;815.0;2.6;33.0;1212.0;37.0;1426.0;14.7;65.2;1.0811
0.7;866.0;3.6;57.0;1138.0;45.0;1456.0;13.1;70.2;1.0554
0.8;911.0;4.8;48.0;1036.0;46.0;1518.0;14.3;66.2;1.0728
1.2;988.0;5.9;87.0;951.0;68.0;1568.0;16.0;61.6;1.1083
1.4;1046.0;6.9;94.0;920.0;77.0;1595.0;17.7;56.4;1.1342
1.6;1085.0;8.5;89.0;890.0;79.0;1639.0;21.3;44.7;1.1157
1.3;1008.0;6.1;78.0;1015.0;72.0;1531.0;23.6;36.4;1.0431
1.3;1004.0;6.2;72.0;1031.0;68.0;1510.0;24.3;34.0;1.0149
1.1;948.0;4.8;64.0;1086.0;64.0;1436.0;24.4;32.7;0.9863
1.2;1026.0;6.8;70.0;1010.0;73.0;1519.0;24.6;31.7;0.9647
1.5;1047.0;7.0;92.0;948.0;84.0;1538.0;23.9;34.3;1.002
1.1;1018.0;5.5;69.0;1047.0;67.0;1443.0;25.9;28.1;0.9258
1.9;1160.0;9.5;131.0;884.0;106.0;1637.0;24.5;32.3;0.9815
2.3;1269.0;11.9;144.0;809.0;114.0;1721.0;22.6;39.3;1.06
3.3;1394.0;13.8;209.0;736.0;123.0;1853.0;21.2;47.5;1.1828
2.6;1292.0;10.7;170.0;789.0;108.0;1753.0;19.9;54.9;1.2632
2.2;1212.0;9.7;152.0;840.0;100.0;1691.0;19.4;52.1;1.1642
2.3;1137.0;10.2;171.0;858.0;118.0;1607.0;19.4;42.6;0.9485
2.0;1080.0;8.3;153.0;923.0;121.0;1548.0;19.1;44.1;0.966
1.6;1031.0;7.1;97.0;903.0;94.0;1534.0;18.0;49.3;1.0086
0.8;917.0;3.0;37.0;1169.0;52.0;1414.0;17.6;54.6;1.0918
0.6;888.0;2.2;26.0;1228.0;39.0;1397.0;16.4;62.1;1.1493
0.4;872.0;1.7;180.0;1284.0;113.09125081011017;1385.0;15.6;65.3;1.1484
1.8;876.0;1.5;25.0;1256.0;33.0;1351.0;16.0;61.4;1.1043
0.7;964.0;3.7;61.0;1067.0;57.0;1516.0;15.8;64.3;1.1416
1.3;1147.0;8.2;152.0;815.0;80.0;1687.0;16.0;65.8;1.1844
3.4;1493.0;21.1;283.0;577.0;101.0;2193.0;16.8;62.5;1.1869
4.7;1597.0;26.5;320.0;518.0;109.0;2400.0;16.9;66.1;1.2613
3.4;1483.0;17.4;318.0;597.0;109.0;2054.0;17.4;68.9;1.3557
2.5;1222.0;12.9;201.0;742.0;111.0;1755.0;21.4;45.0;1.1291
2.0;1060.0;10.9;135.0;858.0;102.0;1623.0;23.9;30.7;0.9002
1.9;1048.0;11.0;127.0;886.0;96.0;1584.0;26.8;25.2;0.8721
1.7;1051.0;10.8;102.0;911.0;90.0;1561.0;28.4;23.6;0.8983
1.4;998.0;10.0;74.0;947.0;69.0;1496.0;30.3;20.1;0.8539
1.5;1058.0;11.2;81.0;896.0;74.0;1580.0;30.9;19.7;0.8649
2.4;1203.0;16.8;129.0;790.0;102.0;1744.0;30.2;20.5;0.8672
3.9;1491.0;23.6;190.0;630.0;128.0;2149.0;26.4;34.6;1.1724
4.2;1467.0;23.3;192.0;623.0;130.0;2084.0;24.9;39.4;1.2268
3.7;1407.0;19.4;163.0;660.0;120.0;2009.0;23.5;43.7;1.2484
3.2;1324.0;13.1;149.0;692.0;113.0;1903.0;19.3;63.1;1.4028
2.0;1214.0;9.8;119.0;777.0;100.0;1771.0;18.7;64.6;1.3836
1.1;1016.0;5.3;61.0;967.0;70.0;1566.0;19.5;57.1;1.2806
1.5;1135.0;6.7;84.0;872.0;83.0;1653.0;18.9;62.5;1.3521
1.3;1065.0;5.5;79.0;936.0;81.0;1620.0;18.4;65.8;1.3802
1.0;999.0;3.7;58.0;1038.0;69.0;1588.0;16.4;79.2;1.4681
0.6;911.0;2.2;32.0;1189.0;48.0;1517.0;16.1;80.0;1.4562
0.4;873.0;1.5;180.0;1308.0;113.09125081011017;1471.0;15.6;81.0;1.4302
1.8;881.0;1.5;21.0;1335.0;28.0;1465.0;15.6;81.0;1.4216
0.6;967.0;2.9;49.0;1117.0;47.0;1552.0;15.7;80.5;1.4236
1.9;1280.0;9.9;180.0;780.0;88.0;1912.0;16.0;80.8;1.4602
4.5;1564.0;23.0;302.0;552.0;109.0;2306.0;16.6;78.0;1.4572
4.3;1505.0;22.3;258.0;556.0;113.0;2248.0;16.1;79.2;1.4398
3.2;1309.0;16.2;192.0;649.0;104.0;1973.0;17.7;70.8;1.4171
1.3;1035.0;7.9;84.0;898.0;65.0;1657.0;20.3;54.8;1.2867
2.2;1148.0;12.4;128.0;753.0;87.0;1825.0;21.2;49.3;1.2271
2.6;1152.0;13.6;145.0;725.0;99.0;1860.0;21.5;47.9;1.2178
2.3;1131.0;12.3;132.0;772.0;100.0;1784.0;21.4;47.7;1.2047
2.4;1142.0;12.1;136.0;753.0;105.0;1814.0;20.4;54.0;1.2757
2.6;1197.0;12.9;140.0;753.0;97.0;1851.0;19.9;57.1;1.3158
1.2;960.0;6.3;55.0;971.0;54.0;1565.0;19.9;55.2;1.2701
1.6;1077.0;10.6;67.0;836.0;59.0;1764.0;19.5;55.7;1.2512
3.9;1377.0;20.6;191.0;612.0;109.0;2120.0;18.3;62.8;1.3127
4.7;1405.0;22.1;227.0;602.0;125.0;2185.0;17.2;68.3;1.3289
5.4;1484.0;20.8;264.0;591.0;132.0;2166.0;16.1;75.2;1.3654
3.0;1187.0;11.8;196.0;766.0;110.0;1840.0;16.6;70.8;1.3253
0.9;870.0;4.3;43.0;1096.0;53.0;1475.0;18.5;56.0;1.181
1.1;932.0;5.0;58.0;1054.0;61.0;1543.0;17.3;59.5;1.1667
0.7;830.0;2.3;33.0;1282.0;41.0;1370.0;18.6;52.3;1.1121
0.5;778.0;1.4;14.0;1480.0;22.0;1294.0;19.0;49.8;1.0831
0.5;820.0;1.5;18.0;1450.0;28.0;1360.0;15.7;64.5;1.14
0.5;842.0;1.8;180.0;1327.0;113.09125081011017;1399.0;15.5;66.9;1.1691
1.8;867.0;2.1;28.0;1267.0;41.0;1439.0;14.7;74.1;1.2302
0.8;927.0;3.5;56.0;1109.0;54.0;1526.0;14.6;77.1;1.2727
1.3;1060.0;6.9;108.0;912.0;81.0;1673.0;14.5;78.3;1.2851
3.5;1440.0;19.1;251.0;630.0;107.0;2163.0;15.1;76.8;1.3061
1.8;1449.0;22.0;180.0;571.0;113.09125081011017;2264.0;16.4;70.8;1.3088
3.9;1384.0;18.9;255.0;620.0;124.0;2143.0;16.4;72.4;1.3379
2.9;1172.0;13.0;214.0;737.0;123.0;1876.0;16.3;68.6;1.2657
2.6;1143.0;13.0;190.0;735.0;120.0;1887.0;17.2;62.9;1.2228
3.0;1167.0;14.5;182.0;709.0;113.0;1920.0;17.4;61.1;1.206
3.7;1303.0;19.7;202.0;618.0;114.0;2116.0;16.8;66.8;1.2691
3.9;1264.0;19.4;224.0;631.0;120.0;2049.0;17.3;62.6;1.226
3.5;1242.0;16.4;221.0;684.0;125.0;1945.0;17.5;60.8;1.2029
2.4;1070.0;11.2;126.0;824.0;88.0;1740.0;17.5;59.2;1.1725
1.6;981.0;10.0;79.0;857.0;72.0;1682.0;17.7;56.9;1.1392
3.0;1198.0;14.6;137.0;717.0;103.0;1870.0;17.1;61.5;1.1873
1.6;1000.0;8.5;68.0;881.0;67.0;1661.0;17.5;63.9;1.2667
2.1;1110.0;9.2;96.0;850.0;79.0;1733.0;15.9;70.7;1.2672
1.8;1023.0;6.9;111.0;918.0;89.0;1637.0;15.1;75.1;1.2799
1.1;861.0;3.7;56.0;1130.0;67.0;1438.0;13.9;72.5;1.1502
1.5;969.0;4.9;81.0;1059.0;83.0;1518.0;12.0;79.8;1.1175
1.4;898.0;4.6;79.0;1085.0;76.0;1468.0;12.5;75.8;1.0938
0.9;835.0;3.4;46.0;1201.0;58.0;1416.0;12.0;75.0;1.0499
0.5;766.0;1.2;19.0;1534.0;30.0;1310.0;12.6;72.2;1.0503
0.4;743.0;1.0;180.0;1635.0;113.09125081011017;1292.0;12.7;71.6;1.0486
1.8;758.0;1.2;15.0;1625.0;22.0;1294.0;13.1;67.1;1.0079
0.6;804.0;2.3;48.0;1366.0;50.0;1357.0;13.2;64.6;0.9774
1.3;948.0;6.1;128.0;1048.0;92.0;1546.0;13.1;65.6;0.9815
2.9;1204.0;16.8;193.0;729.0;101.0;1984.0;14.7;58.5;0.9688
3.6;1231.0;20.3;203.0;652.0;121.0;2029.0;15.9;53.1;0.9529
3.4;1176.0;16.4;220.0;705.0;130.0;1836.0;17.9;46.1;0.9388
2.5;1043.0;12.5;161.0;789.0;114.0;1692.0;20.2;37.7;0.8833
2.1;992.0;9.8;135.0;869.0;100.0;1624.0;18.5;42.8;0.9026
1.1;885.0;5.2;57.0;1035.0;56.0;1450.0;13.0;64.3;0.9586
1.8;991.0;8.9;91.0;874.0;75.0;1581.0;15.1;54.5;0.9309
3.0;1182.0;14.1;219.0;733.0;121.0;1831.0;13.6;65.5;1.0184
3.1;1191.0;12.7;239.0;741.0;128.0;1816.0;12.3;78.3;1.1154
3.6;1272.0;14.6;209.0;730.0;139.0;1869.0;12.7;74.2;1.0863
3.3;1138.0;12.4;169.0;804.0;122.0;1728.0;14.4;64.2;1.049
1.8;1008.0;9.4;92.0;892.0;92.0;1626.0;15.6;58.3;1.0266
2.1;1075.0;11.0;107.0;824.0;97.0;1722.0;15.0;61.4;1.0385
2.2;1034.0;8.9;122.0;870.0;98.0;1605.0;13.7;65.8;1.0254
1.6;934.0;6.6;100.0;973.0;93.0;1497.0;12.3;66.4;0.944
0.9;883.0;3.9;51.0;1133.0;65.0;1422.0;15.4;58.8;1.0215
1.8;1021.0;7.3;93.0;938.0;81.0;1586.0;14.1;64.9;1.0405
2.3;1059.0;8.2;145.0;879.0;102.0;1579.0;13.8;64.7;1.0168
2.0;1023.0;7.5;106.0;896.0;91.0;1568.0;13.5;67.8;1.042
0.9;855.0;3.3;46.0;1160.0;56.0;1427.0;13.7;69.4;1.0794
0.6;826.0;2.4;180.0;1227.0;113.09125081011017;1384.0;13.9;67.7;1.0712
1.8;831.0;2.2;32.0;1269.0;41.0;1386.0;14.0;67.8;1.0787
0.7;817.0;2.8;51.0;1260.0;48.0;1364.0;14.6;61.1;1.0075
1.5;972.0;7.5;89.0;964.0;72.0;1590.0;14.3;60.5;0.9847
3.7;1200.0;19.8;214.0;657.0;106.0;2014.0;14.9;56.9;0.9582
4.2;1234.0;22.1;196.0;621.0;107.0;2095.0;16.4;50.2;0.9286
3.4;1164.0;15.0;224.0;741.0;127.0;1824.0;16.0;50.9;0.9211
2.4;976.0;9.3;174.0;878.0;114.0;1582.0;18.6;42.8;0.9091
1.3;844.0;6.3;90.0;1027.0;101.0;1405.0;19.7;33.7;0.7646
1.5;851.0;8.2;89.0;989.0;95.0;1418.0;21.2;27.7;0.6864
2.2;926.0;10.9;132.0;904.0;110.0;1526.0;19.7;28.5;0.6445
1.8;890.0;9.3;114.0;940.0;101.0;1460.0;19.8;29.7;0.678
1.9;921.0;8.4;107.0;937.0;106.0;1481.0;19.2;35.6;0.7856
2.3;1052.0;9.4;140.0;869.0;116.0;1600.0;14.2;60.5;0.9765
3.6;1247.0;17.9;187.0;691.0;124.0;1948.0;12.9;69.1;1.0249
4.3;1205.0;17.4;222.0;684.0;133.0;1911.0;12.7;70.4;1.0294
2.2;1016.0;10.5;117.0;857.0;96.0;1642.0;13.9;62.7;0.9905
1.5;984.0;7.5;89.0;940.0;85.0;1527.0;13.9;62.9;0.9948
2.0;1041.0;8.0;130.0;922.0;97.0;1595.0;13.4;65.2;0.9996
2.0;1027.0;7.7;133.0;927.0;97.0;1568.0;13.4;64.6;0.9864
2.1;1025.0;7.3;144.0;954.0;101.0;1531.0;13.3;63.6;0.9677
1.5;984.0;6.4;99.0;1003.0;85.0;1516.0;13.3;61.8;0.9433
2.2;969.0;5.6;102.0;1084.0;80.0;1446.0;13.6;59.7;0.9271
0.5;758.0;1.5;27.0;1483.0;33.0;1252.0;14.6;53.3;0.8807
1.8;767.0;1.5;180.0;1482.0;113.09125081011017;1239.0;14.3;51.7;0.8412
1.8;772.0;1.2;180.0;1544.0;113.09125081011017;1202.0;10.9;67.5;0.8785
1.8;831.0;1.6;180.0;1480.0;113.09125081011017;1257.0;7.4;85.2;0.8808
1.8;871.0;2.6;180.0;1243.0;113.09125081011017;1329.0;8.7;81.5;0.919
1.8;995.0;5.9;180.0;1028.0;113.09125081011017;1479.0;10.3;75.6;0.9458
1.8;1093.0;8.5;180.0;857.0;113.09125081011017;1589.0;11.0;75.0;0.9821
1.8;1079.0;7.7;180.0;884.0;113.09125081011017;1588.0;13.6;66.1;1.0236
1.8;1084.0;6.9;180.0;910.0;113.09125081011017;1575.0;14.7;63.1;1.0488
1.8;1204.0;10.1;180.0;791.0;113.09125081011017;1739.0;13.8;72.3;1.1361
1.8;1213.0;11.1;180.0;760.0;113.09125081011017;1778.0;13.3;76.8;1.1703
1.8;1124.0;9.2;180.0;827.0;113.09125081011017;1671.0;16.2;60.0;1.0937
1.8;945.0;4.3;180.0;1053.0;113.09125081011017;1432.0;16.3;55.3;1.0146
1.8;964.0;6.5;180.0;1003.0;113.09125081011017;1489.0;20.0;40.4;0.9354
1.8;903.0;5.4;180.0;1073.0;113.09125081011017;1375.0;19.8;35.4;0.8099
1.8;918.0;7.1;180.0;992.0;113.09125081011017;1408.0;19.8;33.6;0.767
1.8;1028.0;9.5;180.0;913.0;113.09125081011017;1502.0;17.8;38.5;0.7763
1.8;1175.0;17.0;180.0;720.0;113.09125081011017;1829.0;16.7;44.6;0.8393
1.8;1215.0;15.4;180.0;714.0;113.09125081011017;1802.0;15.1;51.8;0.8816
1.8;1072.0;9.9;180.0;835.0;113.09125081011017;1603.0;14.1;56.2;0.9028
1.8;1070.0;9.3;180.0;858.0;113.09125081011017;1573.0;13.8;58.3;0.9147
1.8;1021.0;6.9;180.0;979.0;113.09125081011017;1457.0;13.7;59.7;0.9285
1.8;1063.0;7.1;180.0;952.0;113.09125081011017;1519.0;13.7;60.3;0.9405
1.8;1068.0;9.0;180.0;862.0;113.09125081011017;1575.0;12.7;64.9;0.9506
1.8;993.0;8.3;180.0;879.0;113.09125081011017;1601.0;12.6;65.4;0.9529
1.8;1034.0;8.7;180.0;848.0;113.09125081011017;1619.0;12.1;68.6;0.964
1.8;1025.0;8.4;180.0;856.0;113.09125081011017;1605.0;12.3;68.0;0.9722
1.8;1036.0;8.1;180.0;825.0;113.09125081011017;1558.0;11.9;71.1;0.9899
1.8;924.0;5.2;180.0;987.0;113.09125081011017;1460.0;11.3;73.8;0.9848
1.8;922.0;4.5;180.0;1050.0;113.09125081011017;1414.0;13.1;62.6;0.9419
1.8;830.0;2.6;180.0;1266.0;113.09125081011017;1303.0;16.8;46.8;0.8881
1.8;947.0;4.8;180.0;1068.0;113.09125081011017;1434.0;17.9;44.8;0.9104
1.8;977.0;4.5;180.0;1025.0;113.09125081011017;1450.0;17.8;49.5;0.9986
1.8;1025.0;4.9;180.0;1008.0;113.09125081011017;1476.0;18.8;46.4;0.9968
1.8;1040.0;5.8;180.0;940.0;113.09125081011017;1502.0;19.3;44.0;0.9783
1.8;1013.0;4.1;180.0;1041.0;113.09125081011017;1492.0;14.7;68.4;1.1405
1.8;1035.0;4.8;180.0;997.0;113.09125081011017;1521.0;15.6;65.8;1.1577
1.8;1086.0;7.0;180.0;892.0;113.09125081011017;1595.0;17.7;54.0;1.0826
1.8;967.0;4.8;180.0;1048.0;113.09125081011017;1420.0;17.8;46.7;0.9466
1.8;968.0;5.4;180.0;1011.0;113.09125081011017;1446.0;17.8;44.4;0.8967
1.8;1004.0;6.3;180.0;972.0;113.09125081011017;1465.0;17.8;44.3;0.8929
1.8;1132.0;10.1;180.0;850.0;113.09125081011017;1614.0;16.4;47.8;0.8851
1.8;1121.0;10.2;180.0;833.0;113.09125081011017;1625.0;15.6;51.6;0.9063
1.8;1068.0;8.4;180.0;889.0;113.09125081011017;1570.0;14.9;55.0;0.9228
1.8;1123.0;8.9;180.0;866.0;113.09125081011017;1606.0;13.8;59.8;0.9398
1.8;1101.0;8.8;180.0;845.0;113.09125081011017;1600.0;13.8;62.1;0.9721
1.8;997.0;6.5;180.0;951.0;113.09125081011017;1501.0;13.9;61.1;0.9656
1.8;875.0;3.0;180.0;1172.0;113.09125081011017;1375.0;14.9;57.6;0.9684
